name,description,exchange,industry,close,SMA50,ADRP,ATRP,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,is_top_1m,is_top_3m,is_top_6m
BAND,Bandwidth Inc.,NASDAQ,Packaged Software,56.87,54.98,6.5,7.44,934053.5,847395.1,48191359.0,7.28,88,-12.75,255,276.62,4,90.38,0.46,False,False,True
HTFL,"Heartflow, Inc.",NASDAQ,Packaged Software,49.88,35.1,4.81,5.17,1903525.4,2019078.9333333333,100711657.0,68.57,7,62.11,21,139.92,23,90.2,8.14,True,True,False
TEAM,Atlassian Corporation,NASDAQ,Packaged Software,179.7,133.8,4.82,5.13,3587434.7,4817358.166666667,865679263.0,18.58,34,100.31,5,145.93,21,88.27,6.69,False,True,True
BLZE,"Backblaze, Inc.",NASDAQ,Computer Peripherals,12.4,15.4,6.23,8.79,1618128.9,3119128.3,38677191.0,-34.74,404,60.41,22,231.55,7,85.74,-2.22,False,False,True
HPE,Hewlett Packard Enterprise Company,NYSE,Computer Processing Hardware,62.09,51.11,5.24,5.65,34330163.4,21768109.766666684,1351581935.0,11.45,65,33.5,60,183.78,15,76.24,3.8,False,False,True
APPS,"Digital Turbine, Inc.",NASDAQ,Packaged Software,11.81,10.65,5.57,6.92,2720010.1,3751807.7666666666,44308850.0,-10.05,241,16.58,114,221.8,8,76.11,1.58,False,False,True
PURR,Hyperliquid Strategies Inc,NASDAQ,Financial Conglomerates,11.61,8.49,10.9,9.5,27108626.2,20798581.866666667,241471535.0,71.24,6,35.31,55,111.48,36,72.68,3.86,True,False,False
ORKA,"Oruka Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,92.38,95.31,5.49,5.65,701708.5,760566.0666666667,70261093.0,-13.32,276,35.22,56,181.3,16,67.73,-0.54,False,False,True
PBF,PBF Energy Inc.,NYSE,Oil Refining/Marketing,78.3,66.42,4.88,5.02,2870920.4,2890323.066666667,226312296.0,13.63,51,92.29,6,85.02,61,63.64,3.57,False,True,False
CVI,CVR Energy Inc.,NYSE,Oil Refining/Marketing,49.66,36.37,4.57,4.55,1222031.2,1021956.4333333333,50750356.0,48.02,8,65.31,18,75.17,71,62.83,8.03,True,True,False
GTLB,GitLab Inc.,NASDAQ,Packaged Software,46.99,38.62,4.69,5.15,7962182.2,5442993.666666667,255766272.0,13.52,54,64.65,19,105.06,42,61.07,4.21,False,True,False
MAN,ManpowerGroup,NYSE,Personnel Services,56.46,53.7,4.08,4.34,780058.1,867207.4333333333,48962532.0,2.73,110,66.06,15,111.78,35,60.19,1.18,False,True,False
OSCR,"Oscar Health, Inc.",NYSE,Managed Health Care,32.77,30.61,5.39,5.46,4809095.7,5496529.866666666,180121284.0,17.04,40,14.46,121,148.63,19,60.04,1.29,False,False,True
SHAZ,"SharonAI Holdings, Inc.",NASDAQ,Data Processing Services,59.41,61.75,7.16,9.82,1677564.4,1806522.2,107325484.0,-3.84,171,-20.36,298,200.05,11,58.62,-0.39,False,False,True
OMER,Omeros Corporation,NASDAQ,Pharmaceuticals: Major,18.28,14.26,4.37,4.7,1271850.3,2043967.3333333333,37363723.0,35.41,13,81.89,8,58.13,89,58.48,5.99,True,True,False
DK,"Delek US Holdings, Inc.",NYSE,Oil Refining/Marketing,76.1,65.38,5.32,5.32,2096436.7,1695015.1666666667,128990654.0,19.48,33,64.15,20,82.67,65,55.43,3.08,False,True,False
SNDK,Sandisk Corporation,NASDAQ,Computer Peripherals,1633.35,1517.87,5.62,7.29,11631826.2,13491662.066666666,22036606237.0,20.26,29,-13.62,261,158.95,18,55.2,1.04,False,False,True
MRVL,"Marvell Technology, Inc.",NASDAQ,Semiconductors,236.1,216.85,4.62,6.29,22500035.1,23312724.133333333,5504134168.0,4.52,97,-12.58,251,169.03,17,53.66,1.41,False,False,True
PENG,"Penguin Solutions, Inc.",NASDAQ,Semiconductors,51.16,57.44,4.82,7.0,1392283.6,1555800.4333333333,79594750.0,-15.57,297,-20.24,297,184.22,14,49.47,-1.56,False,False,True
USDE,StablecoinX Inc.,NASDAQ,Packaged Software,7.26,3.73,19.92,16.96,4703354.1,6697333.233333333,48622639.0,200.0,2,-29.17,335,-34.0,377,45.61,5.59,True,False,False
INSP,"Inspire Medical Systems, Inc.",NYSE,Medical Specialties,73.0,56.79,4.04,4.39,697676.2,679978.1666666666,49638406.0,25.8,21,70.52,14,24.07,163,40.13,6.49,True,True,False
SBET,"Sharplink, Inc.",NASDAQ,Advertising/Marketing Services,8.88,6.82,5.95,6.08,8164965.1,8506640.900000025,75538971.0,39.62,10,65.98,16,13.27,199,39.62,4.97,True,True,False
PAY,"Paymentus Holdings, Inc.",NYSE,Miscellaneous Commercial Services,36.38,34.88,4.14,4.79,1015245.3,1232962.4,44855172.0,-10.42,245,75.07,11,50.45,107,38.37,0.9,False,True,False
AEHR,Aehr Test Systems,NASDAQ,Electronic Production Equipment,94.69,90.98,7.31,10.6,3395211.2,2725204.7666666666,258049639.0,-23.64,374,-8.26,232,146.65,20,38.25,0.38,False,False,True
NTSK,"Netskope, Inc.",NASDAQ,Packaged Software,14.7,13.71,6.54,6.52,6440746.0,4964162.733333333,72973192.0,-3.8,170,65.73,17,51.23,100,37.72,1.1,False,True,False
SWKS,"Skyworks Solutions, Inc.",NASDAQ,Semiconductors,88.35,65.97,4.55,4.46,8059069.8,5809057.033333333,513230189.0,28.77,18,22.11,90,59.42,85,36.77,7.6,True,False,False
BMNR,"BitMine Immersion Technologies, Inc.",NYSE,Financial Conglomerates,25.03,19.33,6.58,6.54,42215969.9,39508581.63333333,988899798.0,36.33,11,53.46,27,15.03,193,34.94,4.51,True,False,False
CNH,CNH Industrial N.V.,NYSE,Trucks/Construction/Farm Machinery,13.58,11.24,4.22,4.15,33933362.9,22621098.2,307194514.0,27.27,19,29.46,67,25.74,160,27.49,5.0,True,False,False
WIX,Wix.com Ltd.,NASDAQ,Packaged Software,76.58,66.03,6.17,6.32,1592809.1,1725050.0666666667,132104334.0,17.2,39,71.86,13,-12.34,293,25.57,2.53,False,True,False
BLSH,Bullish,NYSE,Packaged Software,35.12,27.06,5.23,5.51,1253112.7,1600921.3333333333,56224357.0,41.67,9,28.69,68,-6.57,268,21.26,5.4,True,False,False
BTDR,Bitdeer Technologies Group,NASDAQ,Data Processing Services,11.96,11.21,6.57,8.33,10428554.5,14172847.133333333,169507252.0,28.88,17,-31.26,343,56.34,94,17.98,0.8,True,False,False
SG,"Sweetgreen, Inc.",NYSE,Restaurants,7.1,6.67,5.41,6.3,5058574.1,5987052.366666666,42508072.0,29.09,16,-22.74,308,29.56,145,11.97,1.03,True,False,False
MSTR,Strategy Inc,NASDAQ,Internet Software/Services,130.97,106.97,6.39,6.48,23631993.4,24321064.733333334,3185329848.0,34.81,14,9.61,146,-8.96,274,11.82,3.46,True,False,False
CRCL,"Circle Internet Group, Inc.",NYSE,Packaged Software,90.6,74.4,7.11,7.05,13667509.2,14310411.133333333,1296523249.0,26.11,20,10.47,142,-23.44,334,4.38,3.09,True,False,False
CAPR,"Capricor Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,8.37,11.65,12.23,13.22,3830951.4,9078461.566666666,75986723.0,111.9,5,-66.67,411,-74.64,411,-9.8,-2.13,True,False,False
